donut number = 2, In-ptr =  1, serial-counter =  1
donut number = 2, In-ptr =  7, serial-counter =  727
donut number = 0, In-ptr =  20, serial-counter =  740
donut number = 0, In-ptr =  21, serial-counter =  741
donut number = 1, In-ptr =  9, serial-counter =  689
donut number = 1, In-ptr =  10, serial-counter =  690
donut number = 3, In-ptr =  6, serial-counter =  686
donut number = 1, In-ptr =  11, serial-counter =  691
donut number = 1, In-ptr =  12, serial-counter =  692
donut number = 2, In-ptr =  8, serial-counter =  728
donut number = 2, In-ptr =  9, serial-counter =  729
donut number = 2, In-ptr =  10, serial-counter =  730
donut number = 0, In-ptr =  22, serial-counter =  742
donut number = 3, In-ptr =  7, serial-counter =  687
donut number = 3, In-ptr =  8, serial-counter =  688
donut number = 1, In-ptr =  13, serial-counter =  693
donut number = 3, In-ptr =  9, serial-counter =  689
donut number = 3, In-ptr =  10, serial-counter =  690
donut number = 0, In-ptr =  23, serial-counter =  743
donut number = 3, In-ptr =  11, serial-counter =  691
donut number = 3, In-ptr =  12, serial-counter =  692
donut number = 1, In-ptr =  14, serial-counter =  694
donut number = 2, In-ptr =  11, serial-counter =  731
donut number = 1, In-ptr =  15, serial-counter =  695
donut number = 0, In-ptr =  24, serial-counter =  744
donut number = 1, In-ptr =  16, serial-counter =  696
donut number = 2, In-ptr =  12, serial-counter =  732
donut number = 3, In-ptr =  13, serial-counter =  693
donut number = 1, In-ptr =  17, serial-counter =  697
donut number = 1, In-ptr =  18, serial-counter =  698
donut number = 0, In-ptr =  25, serial-counter =  745
donut number = 1, In-ptr =  19, serial-counter =  699
donut number = 1, In-ptr =  20, serial-counter =  700
donut number = 2, In-ptr =  13, serial-counter =  733
donut number = 2, In-ptr =  14, serial-counter =  734
donut number = 1, In-ptr =  21, serial-counter =  701
donut number = 0, In-ptr =  26, serial-counter =  746
donut number = 1, In-ptr =  22, serial-counter =  702
donut number = 0, In-ptr =  27, serial-counter =  747
donut number = 1, In-ptr =  23, serial-counter =  703
donut number = 1, In-ptr =  24, serial-counter =  704
donut number = 1, In-ptr =  25, serial-counter =  705
donut number = 2, In-ptr =  15, serial-counter =  735
donut number = 2, In-ptr =  16, serial-counter =  736
donut number = 0, In-ptr =  28, serial-counter =  748
donut number = 3, In-ptr =  14, serial-counter =  694
donut number = 3, In-ptr =  15, serial-counter =  695
donut number = 2, In-ptr =  17, serial-counter =  737
donut number = 1, In-ptr =  26, serial-counter =  706
donut number = 2, In-ptr =  18, serial-counter =  738
donut number = 1, In-ptr =  27, serial-counter =  707
donut number = 3, In-ptr =  16, serial-counter =  696
donut number = 3, In-ptr =  17, serial-counter =  697
donut number = 0, In-ptr =  29, serial-counter =  749
donut number = 2, In-ptr =  19, serial-counter =  739
donut number = 0, In-ptr =  30, serial-counter =  750
donut number = 0, In-ptr =  31, serial-counter =  751
donut number = 2, In-ptr =  20, serial-counter =  740
donut number = 2, In-ptr =  21, serial-counter =  741
donut number = 1, In-ptr =  28, serial-counter =  708
donut number = 2, In-ptr =  22, serial-counter =  742
donut number = 0, In-ptr =  32, serial-counter =  752
donut number = 0, In-ptr =  33, serial-counter =  753
donut number = 2, In-ptr =  23, serial-counter =  743
donut number = 3, In-ptr =  18, serial-counter =  698
donut number = 1, In-ptr =  29, serial-counter =  709
donut number = 3, In-ptr =  19, serial-counter =  699
donut number = 1, In-ptr =  30, serial-counter =  710
donut number = 2, In-ptr =  24, serial-counter =  744
donut number = 2, In-ptr =  25, serial-counter =  745
donut number = 1, In-ptr =  31, serial-counter =  711
donut number = 3, In-ptr =  20, serial-counter =  700
donut number = 1, In-ptr =  32, serial-counter =  712
donut number = 1, In-ptr =  33, serial-counter =  713
donut number = 3, In-ptr =  21, serial-counter =  701
donut number = 2, In-ptr =  26, serial-counter =  746
donut number = 0, In-ptr =  34, serial-counter =  754
donut number = 2, In-ptr =  27, serial-counter =  747
donut number = 0, In-ptr =  35, serial-counter =  755
donut number = 1, In-ptr =  34, serial-counter =  714
donut number = 0, In-ptr =  36, serial-counter =  756
donut number = 1, In-ptr =  35, serial-counter =  715
donut number = 0, In-ptr =  37, serial-counter =  757
donut number = 0, In-ptr =  38, serial-counter =  758
donut number = 1, In-ptr =  36, serial-counter =  716
donut number = 0, In-ptr =  39, serial-counter =  759
donut number = 2, In-ptr =  28, serial-counter =  748
donut number = 2, In-ptr =  29, serial-counter =  749
donut number = 2, In-ptr =  30, serial-counter =  750
donut number = 1, In-ptr =  37, serial-counter =  717
donut number = 1, In-ptr =  38, serial-counter =  718
donut number = 1, In-ptr =  39, serial-counter =  719
donut number = 2, In-ptr =  31, serial-counter =  751
donut number = 3, In-ptr =  22, serial-counter =  702
donut number = 0, In-ptr =  0, serial-counter =  760
donut number = 1, In-ptr =  0, serial-counter =  720
donut number = 0, In-ptr =  1, serial-counter =  761
donut number = 2, In-ptr =  32, serial-counter =  752
donut number = 1, In-ptr =  1, serial-counter =  721
donut number = 1, In-ptr =  2, serial-counter =  722
donut number = 0, In-ptr =  2, serial-counter =  762
donut number = 1, In-ptr =  3, serial-counter =  723
donut number = 3, In-ptr =  23, serial-counter =  703
donut number = 3, In-ptr =  24, serial-counter =  704
donut number = 1, In-ptr =  4, serial-counter =  724
donut number = 0, In-ptr =  3, serial-counter =  763
donut number = 1, In-ptr =  5, serial-counter =  725
donut number = 3, In-ptr =  25, serial-counter =  705
donut number = 0, In-ptr =  4, serial-counter =  764
donut number = 3, In-ptr =  26, serial-counter =  706
donut number = 3, In-ptr =  27, serial-counter =  707
donut number = 0, In-ptr =  5, serial-counter =  765
donut number = 3, In-ptr =  28, serial-counter =  708
donut number = 2, In-ptr =  33, serial-counter =  753
donut number = 1, In-ptr =  6, serial-counter =  726
donut number = 3, In-ptr =  29, serial-counter =  709
donut number = 0, In-ptr =  6, serial-counter =  766
donut number = 3, In-ptr =  30, serial-counter =  710
donut number = 3, In-ptr =  31, serial-counter =  711
donut number = 1, In-ptr =  7, serial-counter =  727
donut number = 1, In-ptr =  8, serial-counter =  728
donut number = 2, In-ptr =  34, serial-counter =  754
donut number = 3, In-ptr =  32, serial-counter =  712
donut number = 3, In-ptr =  33, serial-counter =  713
donut number = 0, In-ptr =  7, serial-counter =  767
donut number = 0, In-ptr =  8, serial-counter =  768
donut number = 3, In-ptr =  34, serial-counter =  714
donut number = 0, In-ptr =  9, serial-counter =  769
donut number = 3, In-ptr =  35, serial-counter =  715
donut number = 3, In-ptr =  36, serial-counter =  716
donut number = 2, In-ptr =  35, serial-counter =  755
donut number = 0, In-ptr =  10, serial-counter =  770
donut number = 1, In-ptr =  9, serial-counter =  729
donut number = 1, In-ptr =  10, serial-counter =  730
donut number = 2, In-ptr =  36, serial-counter =  756
donut number = 1, In-ptr =  11, serial-counter =  731
donut number = 1, In-ptr =  12, serial-counter =  732
donut number = 0, In-ptr =  11, serial-counter =  771
donut number = 0, In-ptr =  12, serial-counter =  772
donut number = 0, In-ptr =  13, serial-counter =  773
donut number = 1, In-ptr =  13, serial-counter =  733
donut number = 3, In-ptr =  37, serial-counter =  717
donut number = 3, In-ptr =  38, serial-counter =  718
donut number = 1, In-ptr =  14, serial-counter =  734
donut number = 0, In-ptr =  14, serial-counter =  774
donut number = 0, In-ptr =  15, serial-counter =  775
donut number = 0, In-ptr =  16, serial-counter =  776
donut number = 3, In-ptr =  39, serial-counter =  719
donut number = 0, In-ptr =  17, serial-counter =  777
donut number = 2, In-ptr =  37, serial-counter =  757
donut number = 0, In-ptr =  18, serial-counter =  778
donut number = 3, In-ptr =  0, serial-counter =  720
donut number = 2, In-ptr =  38, serial-counter =  758
donut number = 1, In-ptr =  15, serial-counter =  735
donut number = 0, In-ptr =  19, serial-counter =  779
donut number = 3, In-ptr =  1, serial-counter =  721
donut number = 0, In-ptr =  20, serial-counter =  780
donut number = 0, In-ptr =  21, serial-counter =  781
donut number = 1, In-ptr =  16, serial-counter =  736
donut number = 1, In-ptr =  17, serial-counter =  737
donut number = 1, In-ptr =  18, serial-counter =  738
donut number = 3, In-ptr =  2, serial-counter =  722
donut number = 0, In-ptr =  22, serial-counter =  782
donut number = 2, In-ptr =  39, serial-counter =  759
donut number = 2, In-ptr =  0, serial-counter =  760
donut number = 3, In-ptr =  3, serial-counter =  723
donut number = 1, In-ptr =  19, serial-counter =  739
donut number = 1, In-ptr =  20, serial-counter =  740
donut number = 1, In-ptr =  21, serial-counter =  741
donut number = 0, In-ptr =  23, serial-counter =  783
donut number = 0, In-ptr =  24, serial-counter =  784
donut number = 1, In-ptr =  22, serial-counter =  742
donut number = 1, In-ptr =  23, serial-counter =  743
donut number = 2, In-ptr =  1, serial-counter =  761
donut number = 1, In-ptr =  24, serial-counter =  744
donut number = 2, In-ptr =  2, serial-counter =  762
donut number = 1, In-ptr =  25, serial-counter =  745
donut number = 3, In-ptr =  4, serial-counter =  724
donut number = 1, In-ptr =  26, serial-counter =  746
donut number = 0, In-ptr =  25, serial-counter =  785
donut number = 2, In-ptr =  3, serial-counter =  763
donut number = 0, In-ptr =  26, serial-counter =  786
donut number = 3, In-ptr =  5, serial-counter =  725
donut number = 1, In-ptr =  27, serial-counter =  747
donut number = 1, In-ptr =  28, serial-counter =  748
donut number = 3, In-ptr =  6, serial-counter =  726
donut number = 1, In-ptr =  29, serial-counter =  749
donut number = 2, In-ptr =  4, serial-counter =  764
donut number = 2, In-ptr =  5, serial-counter =  765
donut number = 2, In-ptr =  6, serial-counter =  766
donut number = 0, In-ptr =  27, serial-counter =  787
donut number = 2, In-ptr =  7, serial-counter =  767
donut number = 2, In-ptr =  8, serial-counter =  768
donut number = 3, In-ptr =  7, serial-counter =  727
donut number = 2, In-ptr =  9, serial-counter =  769
donut number = 0, In-ptr =  28, serial-counter =  788
donut number = 1, In-ptr =  30, serial-counter =  750
donut number = 3, In-ptr =  8, serial-counter =  728
donut number = 1, In-ptr =  31, serial-counter =  751
donut number = 2, In-ptr =  10, serial-counter =  770
donut number = 0, In-ptr =  29, serial-counter =  789
donut number = 0, In-ptr =  30, serial-counter =  790
donut number = 2, In-ptr =  11, serial-counter =  771
donut number = 3, In-ptr =  9, serial-counter =  729
donut number = 3, In-ptr =  10, serial-counter =  730
donut number = 3, In-ptr =  11, serial-counter =  731
donut number = 1, In-ptr =  32, serial-counter =  752
donut number = 1, In-ptr =  33, serial-counter =  753
donut number = 3, In-ptr =  12, serial-counter =  732
donut number = 0, In-ptr =  31, serial-counter =  791
donut number = 1, In-ptr =  34, serial-counter =  754
donut number = 3, In-ptr =  13, serial-counter =  733
donut number = 0, In-ptr =  32, serial-counter =  792
donut number = 3, In-ptr =  14, serial-counter =  734
donut number = 0, In-ptr =  33, serial-counter =  793
donut number = 3, In-ptr =  15, serial-counter =  735
donut number = 2, In-ptr =  12, serial-counter =  772
donut number = 3, In-ptr =  16, serial-counter =  736
donut number = 0, In-ptr =  34, serial-counter =  794
donut number = 0, In-ptr =  35, serial-counter =  795
donut number = 3, In-ptr =  17, serial-counter =  737
donut number = 0, In-ptr =  36, serial-counter =  796
donut number = 1, In-ptr =  35, serial-counter =  755
donut number = 0, In-ptr =  37, serial-counter =  797
donut number = 2, In-ptr =  13, serial-counter =  773
donut number = 1, In-ptr =  36, serial-counter =  756
donut number = 3, In-ptr =  18, serial-counter =  738
donut number = 1, In-ptr =  37, serial-counter =  757
donut number = 0, In-ptr =  38, serial-counter =  798
donut number = 1, In-ptr =  38, serial-counter =  758
donut number = 1, In-ptr =  39, serial-counter =  759
donut number = 2, In-ptr =  14, serial-counter =  774
donut number = 3, In-ptr =  19, serial-counter =  739
donut number = 1, In-ptr =  0, serial-counter =  760
donut number = 0, In-ptr =  39, serial-counter =  799
donut number = 1, In-ptr =  1, serial-counter =  761
donut number = 0, In-ptr =  0, serial-counter =  800
donut number = 3, In-ptr =  20, serial-counter =  740
donut number = 2, In-ptr =  15, serial-counter =  775
donut number = 3, In-ptr =  21, serial-counter =  741
donut number = 1, In-ptr =  2, serial-counter =  762
donut number = 1, In-ptr =  3, serial-counter =  763
donut number = 2, In-ptr =  16, serial-counter =  776
donut number = 0, In-ptr =  1, serial-counter =  801
donut number = 0, In-ptr =  2, serial-counter =  802
donut number = 0, In-ptr =  3, serial-counter =  803
donut number = 0, In-ptr =  4, serial-counter =  804
donut number = 1, In-ptr =  4, serial-counter =  764
donut number = 0, In-ptr =  5, serial-counter =  805
donut number = 1, In-ptr =  5, serial-counter =  765
donut number = 2, In-ptr =  17, serial-counter =  777
donut number = 0, In-ptr =  6, serial-counter =  806
donut number = 2, In-ptr =  18, serial-counter =  778
donut number = 3, In-ptr =  22, serial-counter =  742
donut number = 2, In-ptr =  19, serial-counter =  779
donut number = 3, In-ptr =  23, serial-counter =  743
donut number = 1, In-ptr =  6, serial-counter =  766
donut number = 3, In-ptr =  24, serial-counter =  744
donut number = 1, In-ptr =  7, serial-counter =  767
donut number = 2, In-ptr =  20, serial-counter =  780
donut number = 2, In-ptr =  21, serial-counter =  781
donut number = 0, In-ptr =  7, serial-counter =  807
donut number = 2, In-ptr =  22, serial-counter =  782
donut number = 3, In-ptr =  25, serial-counter =  745
donut number = 2, In-ptr =  23, serial-counter =  783
donut number = 1, In-ptr =  8, serial-counter =  768
donut number = 3, In-ptr =  26, serial-counter =  746
donut number = 3, In-ptr =  27, serial-counter =  747
donut number = 1, In-ptr =  9, serial-counter =  769
donut number = 2, In-ptr =  24, serial-counter =  784
donut number = 0, In-ptr =  8, serial-counter =  808
donut number = 0, In-ptr =  9, serial-counter =  809
donut number = 1, In-ptr =  10, serial-counter =  770
donut number = 0, In-ptr =  10, serial-counter =  810
donut number = 1, In-ptr =  11, serial-counter =  771
donut number = 1, In-ptr =  12, serial-counter =  772
donut number = 2, In-ptr =  25, serial-counter =  785
donut number = 2, In-ptr =  26, serial-counter =  786
donut number = 2, In-ptr =  27, serial-counter =  787
donut number = 3, In-ptr =  28, serial-counter =  748
